"Provincia","Canton","SquareMetersConstruction","SquareMetersTerrain","Price"
"San José","Curridabat",90,116,160000
"San José","San José",220,467,389500
"San José","Montes de Oca",120,0,185000
"Alajuela","Alajuela",180,180,190000
"Puntarenas","Puntarenas",112,0,220000
"San José","Escazú",212,0,269000
"San José","Curridabat",0,0,180000
"San José","Curridabat",98,98,113000
"San José","Escazú",90,0,140000
"San José","Santa Ana",47,0,125000
"San José","Escazú",188,0,450000
"San José","Escazú",144,0,560000
"San José","Escazú",180,190,190000
"San José","San José",310,310,360000
"San José","Goicoechea",50,180,2e+05
"San José","Montes de Oca",0,0,120000
"San José","Moravia",60,60,427.5
"San José","Escazú",160,0,165000
"San José","Santa Ana",72,0,95000
"San José","San José",170,0,475000
"San José","San José",85,0,180000
"San José","Curridabat",270,330,228000
"San José","Santa Ana",135,0,148400
"San José","San José",0,95,165000
"San José","Curridabat",124,0,185000
"San José","Escazú",284,0,258000
"Cartago","Cartago",350,189,180500
"Heredia","Heredia",70,87,161200
"San José","Escazú",357,356,620000
"San José","Mora",0,0,NA
"San José","Tibás",0,0,70300
"San José","Escazú",100,0,1500
"Alajuela","Alajuela",350,205,418000
"San José","San José",0,0,140000
"San José","Curridabat",0,0,115000
"San José","Curridabat",0,0,115000
"San José","Montes de Oca",0,0,140000
"San José","Escazú",212,0,3e+05
"San José","Santa Ana",77,0,130000
"San José","San José",85,75,1e+05
"San José","Curridabat",215,215,320000
"San José","San José",94,0,230000
"San José","Escazú",201,0,3e+05
"San José","San José",0,0,158000
"San José","San José",0,0,212000
"Heredia","Belén",112,112,130000
"Alajuela","Alajuela",89,0,105000
"San José","Montes de Oca",86,70,130000
"San José","Escazú",98,0,155000
"Heredia","Heredia",325,234,212800
"San José","San José",0,0,342
"San José","Montes de Oca",120,0,210000
"San José","Escazú",100,0,1500
"Heredia","Heredia",165,194,140000
"San José","San José",126,0,275000
"San José","Desamparados",0,0,110
"San José","Curridabat",60,60,70300
"Cartago","La Unión",0,0,NA
"Cartago","La Unión",0,0,94000
"Heredia","Barva",270,200,256500
"San José","Desamparados",0,0,247
"San José","Desamparados",0,0,323
"San José","Escazú",100,0,1500
"San José","Escazú",309,0,520000
"Heredia","Heredia",0,0,399000
"Heredia","San Rafael",103,131,195000
"San José","Montes de Oca",220,360,259000
"San José","San José",85,0,170000
"San José","Curridabat",0,215,310000
"San José","Escazú",100,0,1500
"Heredia","Heredia",0,0,NA
"Puntarenas","Puntarenas",96,0,155000
"San José","Santa Ana",104,140,170000
"Heredia","Belén",60,0,110000
"Heredia","Barva",48,220,72200
"San José","Montes de Oca",84,0,123000
"San José","San José",212,0,475000
"Guanacaste","Carrillo",0,929,114000
"San José","Escazú",100,0,1500
"San José","San José",194,0,3e+05
"San José","Santa Ana",0,0,111000
"San José","San José",0,0,115000
"Heredia","Heredia",71,89,146900
"Heredia","Heredia",71,88,149900
"San José","Escazú",137,500,240000
"San José","Curridabat",97,97,185000
"Alajuela","Alajuela",90,0,103000
"San José","Curridabat",150,150,169100
"San José","Curridabat",95.42,0,165500
"San José","Curridabat",119.74,0,205500
"San José","Curridabat",109.72,0,176250
"Alajuela","Alajuela",114,203,130150
"San José","Escazú",379,600,1510.5
"Heredia","Flores",170,205,180000
"San José","Mora",147,127,155000
"San José","Goicoechea",170,103,115900
"Guanacaste","Tilarán",250,1000,NA
"San José","Santa Ana",255,478,345000
"Heredia","Heredia",166,166,188000
"San José","San José",400,375,370000
"San José","San José",189,196,155000
"San José","Pérez Zeledón",171,0,57000
"Heredia","Heredia",103,192,139360
"San José","San José",500,355,259000
"San José","Vásquez de Coronado",245,458,335000
"Heredia","San Isidro",194,344,180500
"Cartago","Cartago",125,157,93100
"Heredia","San Pablo",100,136.94,130000
"San José","Goicoechea",135,120,142500
"Alajuela","Alajuela",120,160,114000
"San José","Desamparados",200,218,180000
"San José","Moravia",137,205,183900
"San José","San José",336,200,230000
"Limón","Guácimo",140,300,57000
"San José","Escazú",480,5673,595000
"San José","San José",267,250,180000
"San José","Vásquez de Coronado",110,140,84550
"Alajuela","Alajuela",90,1500,165000
"San José","San José",250,230,175000
"San José","Goicoechea",145,100,139000
"San José","Curridabat",165,188,175000
"Cartago","Cartago",250,157.05,171703
"Alajuela","Alajuela",137,122,142000
"San José","Escazú",184,116,190000
"Alajuela","Alajuela",137,170,143000
"Alajuela","Alajuela",137,140,140000
"Cartago","El Guarco",135,140,110000
"Cartago","El Guarco",120,140,98800
"San José","Curridabat",135,122,129500
"Cartago","La Unión",90,102,0.0019
"Heredia","Heredia",200,202,178000
"Heredia","San Rafael",132,195,169000
"Cartago","Cartago",95,151,88725
"Alajuela","Alajuela",220,183,195000
"Heredia","San Isidro",503,4458,430000
"Guanacaste","Tilarán",250,1000,250000
"San José","Escazú",394,825,670000
"San José","Alajuelita",165,165,93100
"San José","Escazú",379,600,1510.5
"Heredia","San Pablo",131,151,105000
"Heredia","Santo Domingo",133,230,120000
"Heredia","Heredia",254,208,198000
"Cartago","Cartago",90,0,73150
"Heredia","Santo Domingo",170,225,176700
"San José","Escazú",260,400,325000
"San José","Escazú",187,166,220000
"San José","San José",320,420,295000
"San José","San José",480,721,349000
"San José","Escazú",190,406,248153
"Guanacaste","Carrillo",139,139,98000
"San José","Pérez Zeledón",417,3501,253000
"San José","San José",229,229,148000
"San José","Santa Ana",375,4099,590000
"San José","San José",265,200,161500
"Alajuela","Alajuela",56,160,82000
"Alajuela","Alajuela",175,500,229000
"San José","Tibás",156,0,112000
"Heredia","Barva",121,171,146900
"Alajuela","Alajuela",400,717,550000
"San José","Desamparados",120,120,100.7
"Heredia","Santo Domingo",120,120,110200
"San José","Tibás",220,240,195000
"Cartago","Cartago",240,334,180500
"San José","Desamparados",184,128,114000
"San José","Escazú",300,400,320000
"San José","Escazú",260,300,3e+05
"Cartago","La Unión",277,223,222500
"Cartago","La Unión",277,223,222500
"San José","Escazú",394,825,670000
"San José","Escazú",260,400,335000
"San José","Tibás",100,150,1e+05
"Alajuela","Grecia",121,252,119600
"Cartago","La Unión",92,136,110200
"Cartago","Cartago",0,95,75050
"Alajuela","Atenas",150,1632,189000
"Cartago","La Unión",90,90,85500
"Cartago","La Unión",160,120,161500
"Cartago","La Unión",90,108,98800
"Alajuela","Alajuela",350,1180,550000
"Heredia","Heredia",140,288,191900
"Heredia","Heredia",155.15,471.63,247000
"Alajuela","Alajuela",160,180,150000
"Heredia","Heredia",137,0,158000
"Alajuela","San Carlos",150,340,49400
"San José","Mora",185,216,195000
"Guanacaste","Nandayure",0,676,60800
"Cartago","La Unión",165,160,160000
"San José","Goicoechea",0,0,NA
"Heredia","Heredia",0,0,143450
"Heredia","Barva",0,0,139650
"Heredia","San Pablo",0,0,168000
"Heredia","San Pablo",0,0,129200
"Heredia","Santo Domingo",0,0,153900
"San José","Curridabat",147,150,165000
"Heredia","Heredia",212,339,190000
"Alajuela","Alajuela",210,160,133000
"Alajuela","Alajuela",125,125,123500
"Heredia","Santo Domingo",311,600,570000
"Heredia","Heredia",155,155,95000
"Heredia","Flores",235,281.6,299000
"Heredia","Santo Domingo",140,110,91200
"Heredia","Barva",280,420,360000
"San José","Santa Ana",214,420,359000
"Alajuela","Atenas",250,9412,345000
"Alajuela","Alajuela",144,983,247000
"Alajuela","Atenas",240,1671,345000
"Heredia","Heredia",85,120,125000
"San José","Moravia",0,0,570
"Puntarenas","Puntarenas",536,4000,795000
"Heredia","San Rafael",400,620,450000
"San José","Curridabat",330,0,365000
"San José","Escazú",400,600,3500
"San José","Escazú",300,0,290000
"San José","Santa Ana",500,0,650000
"San José","Santa Ana",500,0,650000
"San José","Aserrí",120,128,110200
"Cartago","La Unión",120,140,125400
"San José","San José",650,850,650000
"Cartago","El Guarco",120,164,95000
"San José","Montes de Oca",525,3224,699000
"San José","Curridabat",528,699,499000
"Cartago","Cartago",36,76,44650
"Cartago","Cartago",72,84,64600
"Heredia","San Isidro",280,200,180000
"Heredia","San Rafael",155,309,170000
"Heredia","San Rafael",200,185,195000
"San José","Montes de Oca",375,425,265000
"San José","Escazú",600,3360,8e+05
"San José","Escazú",0,140,170000
"San José","Escazú",0,420,300200
"San José","Montes de Oca",120,170,165000
"Cartago","La Unión",215,262,225000
"San José","Desamparados",100,270,310000
"Cartago","Turrialba",270,500,500
"San José","Curridabat",320,160,228000
"San José","San José",300,338,270000
"San José","San José",300,470,475000
"San José","San José",230,0,270000
"San José","Montes de Oca",170,180,198000
"San José","San José",300,337,340000
"San José","San José",600,400,237500
"San José","Curridabat",240,355,240000
"San José","Curridabat",259,300,171000
"Alajuela","Alajuela",130,337,104500
"Alajuela","Alajuela",135,1176,228000
"Alajuela","Alajuela",162,162,133000
"Alajuela","Alajuela",115,343,104500
"San José","Curridabat",400,1000,4e+05
"San José","Goicoechea",119,119,70000
"Alajuela","Atenas",140,205,150000
"Heredia","Heredia",140,176,134330
"Heredia","Santo Domingo",210,272,230000
"San José","Vásquez de Coronado",258,1726,256500
"San José","Curridabat",180,200,190000
"San José","Curridabat",438,1178,6e+05
"San José","Santa Ana",340,1000,540000
"San José","Escazú",334,450,360000
"San José","Santa Ana",500,850,750000
"San José","Santa Ana",450,650,650000
"San José","Escazú",200,350,235000
"San José","Escazú",270,295,110000
"San José","Curridabat",450,820,675000
"San José","Escazú",180,0,195500
"Heredia","San Isidro",170,188,160000
"San José","Desamparados",192,209,70300
"Cartago","La Unión",154,177,146300
"Heredia","Heredia",200,200,133000
"Alajuela","Alajuela",88,102,100700
"San José","Montes de Oca",150,170,149000
"Cartago","La Unión",135,152,137000
"Cartago","La Unión",120,140,114000
"Cartago","La Unión",315,236,315000
"San José","Santa Ana",180,272,117800
"Alajuela","Atenas",250,9412,345000
"Guanacaste","Santa Cruz",80,500,49900
"San José","Escazú",263,0,245000
"San José","Vásquez de Coronado",65,140,72200
"San José","Escazú",255,200,375000
"San José","Mora",184,320,189000
"Alajuela","Alajuela",180,200,144400
"San José","Santa Ana",0,400,250000
"Guanacaste","Santa Cruz",70,262,85000
"San José","Escazú",169,0,175000
"San José","Pérez Zeledón",0,0,1300000
"Alajuela","Alajuela",130,194,108300
"San José","Goicoechea",186,186,123500
"Alajuela","Grecia",335,4182,425000
"Alajuela","Atenas",700,10200,1200000
"Puntarenas","Esparza",180,1000,114000
"Heredia","Heredia",200,202,165000
"San José","San José",300,0,450000
"San José","Escazú",200,350,250000
"San José","San José",333,450,380000
"San José","Santa Ana",250,650,850000
"San José","Escazú",633,5411,6e+05
"San José","Escazú",200,0,250000
"Cartago","El Guarco",127,148,123500
"Cartago","La Unión",573,3600,840000
"San José","Curridabat",226,205,240000
"Alajuela","Orotina",300,7000,365000
"Puntarenas","Garabito",180,120,140000
"Heredia","Barva",400,760,425000
"San José","Santa Ana",215,255,235000
"San José","Escazú",144,0,190000
"Cartago","El Guarco",135,135,74100
"San José","San José",125,125,76000
"Alajuela","Alajuela",391,391,304000
"San José","Aserrí",180,204,117800
"San José","Santa Ana",345,200,355000
"Cartago","Cartago",175,140,95000
"Cartago","Cartago",125,130,76000
"San José","Curridabat",359,1309,925000
"Cartago","Cartago",150,302,167200
"Cartago","Cartago",140,100,76000
"Cartago","Cartago",100,140,76000
"San José","Curridabat",185,160,171000
"Cartago","Turrialba",215,509,230000
"San José","Curridabat",400,936,9e+05
"Cartago","La Unión",452,289,340000
"Alajuela","Grecia",220,280,161500
"San José","Desamparados",154,154,123500
"Alajuela","Atenas",630,5000,750000
"Alajuela","Atenas",23857,675,559000
"San José","Curridabat",230,0,225000
"San José","Tibás",400,210,148200
"San José","Tibás",130,140,95000
"San José","Mora",198,200,170000
"San José","San José",287,139,205000
"Alajuela","Naranjo",131.7,203,85500
"Alajuela","San Ramón",65,600,13300
"San José","San José",140,103,104500
"Heredia","San Rafael",150,1887,180000
"Alajuela","Alajuela",580,3500,8e+05
"San José","Mora",135,150,123500
"Alajuela","Alajuela",0,150,98800
"Alajuela","Atenas",3000,2000,230000
"Alajuela","Grecia",150,2050,142500
"Alajuela","San Mateo",240,4522,247000
"Cartago","La Unión",140,201.36,184300
"San José","Curridabat",196,0,114000
"San José","San José",300,372,250000
"San José","Curridabat",280,320,3e+05
"Heredia","San Rafael",110,125,104500
"San José","Moravia",0,0,250000
"Alajuela","Atenas",650,7000,7e+05
"San José","Montes de Oca",457,850,650000
"Alajuela","Alajuela",75,40,95000
"Heredia","Santo Domingo",215,250,235000
"San José","San José",230,150,152000
"San José","San José",280,215,260000
"San José","Montes de Oca",280,360,2e+05
"San José","Montes de Oca",275,360,165000
"Guanacaste","Liberia",100,250,NA
"Limón","Guácimo",70,200,34200
"Cartago","El Guarco",140,150,100700
"San José","Desamparados",150,250,92910
"Puntarenas","Garabito",200,250,NA
"San José","Curridabat",230,0,240000
"San José","Alajuelita",140,200,127110
"Cartago","El Guarco",90,178,91200
"Heredia","San Rafael",520,7528,550000
"San José","San José",102,102,87400
"Alajuela","Alajuela",90,90,58900
"Alajuela","Alajuela",150,150,127300
"Alajuela","Alajuela",140,160,129200
"San José","Curridabat",270,216,260000
"Heredia","San Isidro",425,10570,495000
"Alajuela","Atenas",210,355,230000
"Alajuela","Atenas",206,355,155800
"Heredia","Santa Bárbara",170,200,161500
"Alajuela","Atenas",180,496,133000
"Heredia","Heredia",237,240,2e+05
"Heredia","Santo Domingo",300,450,385000
"Alajuela","Alajuela",200,1360,190000
"Alajuela","Alajuela",295,267,228000
"Alajuela","Alajuela",165,161,155800
"San José","Santa Ana",155,215,163000
"San José","Escazú",0,0,NA
"San José","Goicoechea",120,120,66500
"Cartago","La Unión",142,160,155000
"San José","Curridabat",135,130,134900
"Guanacaste","Carrillo",0,0,90000
"San José","San José",0,705,NA
"San José","Alajuelita",90,90,90000
"Alajuela","Alajuela",200,246,114000
"Alajuela","Alajuela",1057,3279,2e+06
"Guanacaste","Santa Cruz",70,262,85000
"San José","Goicoechea",125,0,90000
"Alajuela","Alajuela",130,194,108300
"Puntarenas","Puntarenas",95,125,95000
"San José","San José",130,156,155800
"Alajuela","Alajuela",400,15824,6e+05
"Guanacaste","Liberia",150,643,85500
"Limón","Limón",75,90,NA
"Limón","Limón",134,194,93100
"Limón","Siquirres",87,296,32110
"Limón","Limón",78,220,23750
"Alajuela","San Carlos",135,480,133000
"Limón","Guácimo",70,420,34200
"Guanacaste","Liberia",122,237,64410
"San José","Curridabat",272,206,325000
"Heredia","Heredia",85,111,88255
"Heredia","Belén",186,100,220000
"Heredia","Flores",175,290,190000
"Cartago","Cartago",115,133,100698.1
"Heredia","Barva",105,152,135000
"San José","Desamparados",110,120,102600
"San José","Desamparados",165,165,93098.1
"San José","Escazú",200,0,1800
"Heredia","Heredia",200,310,218500
"San José","Escazú",200,350,250000
"Alajuela","Alajuela",125,125,95000
"San José","Santa Ana",156,0,195000
"San José","San José",187,200,165300
"San José","Escazú",300,450,295000
"Alajuela","Alajuela",0,0,228000
"San José","Escazú",200,350,320000
"San José","Santa Ana",300,650,650000
"Alajuela","Alajuela",185,250,142500
"Alajuela","Alajuela",157,157,108300
"Heredia","Heredia",165,170,140000
"Heredia","San Rafael",1038,5500,950000
"Heredia","Heredia",240,190,220000
"San José","San José",700,1020,1350000
"San José","Curridabat",0,97.51,114000
"San José","Montes de Oca",200,227,230000
"Alajuela","Alajuela",143,160,156750
"Cartago","La Unión",182,300,235000
"San José","San José",160,307,108300
"Heredia","Heredia",142.2,160.42,163000
"Heredia","Belén",940,1780,1e+06
"Heredia","San Pablo",205,178,220000
"Heredia","San Isidro",230,300,165000
"San José","Montes de Oca",210,740,320000
"San José","Curridabat",300,400,342000
"Cartago","El Guarco",150,300,NA
"Guanacaste","Liberia",150,250,64600
"San José","Desamparados",222,300,102600
"San José","San José",0,0,95000
"Guanacaste","Santa Cruz",70,262,85000
"Alajuela","Alajuela",130,194,108300
"Puntarenas","Puntarenas",200,384,315
"Alajuela","Alajuela",0,0,129200
"Cartago","Cartago",305,493,452200
